Date,Open,High,Low,Close,Volume
2014-12-31,16.439200860378463,16.47594415363138,16.27017806708138,16.292224884033203,1863400
2015-01-02,16.336319013306255,16.365714772655572,16.211389839405566,16.240785598754883,2210300
2015-01-05,16.255482920650326,16.277528337738907,16.057065756851642,16.08646011352539,2444900
2015-01-06,16.14525198287129,16.211391044657475,15.976230559047513,16.020322799682617,2265900
2015-01-07,16.03502303498284,16.174650119441303,16.005628670798945,16.167301177978516,1655400
2015-01-08,16.262833310453484,16.417158265470846,16.24813683037286,16.380414962768555,879900
2015-01-09,16.622926347120988,16.64497177065124,16.512693622800484,16.534740447998047,1932700
2015-01-12,16.446550338591784,16.446550338591784,16.306924686419705,16.34366798400879,1508300
2015-01-13,16.37306374341362,16.4612482182942,16.211389870020962,16.34366798400879,1870100
2015-01-14,16.093809425914937,16.15994848204657,15.990927072673252,16.123205184936523,2055800
2015-01-15,16.321624747775708,16.351020513634214,16.15995224055572,16.21874237060547,3659900
2015-01-16,16.086460783921442,16.409807130809398,16.086460783921442,16.40245819091797,1953200
2015-01-20,16.218738763782273,16.248134523103566,16.071764172176653,16.18934440612793,1283700
2015-01-21,16.39511100081409,16.49064582793174,16.27018181266055,16.336320877075195,2670400
2015-01-22,16.358367625363467,16.439204570765224,16.29957750188958,16.32897186279297,2110700
2015-01-23,16.211393425087987,16.262834613660246,16.13790541212736,16.167301177978516,1943600
2015-01-26,16.204040750880743,16.262830867372966,16.13790169461862,16.22608757019043,1135200
2015-01-27,16.277527135430944,16.32161936801823,16.218737024758966,16.255481719970703,1300900
2015-01-28,16.46860076961655,16.47594971107934,16.13790541212736,16.167301177978516,2074500
2015-01-29,16.14525041166254,16.21873840668078,16.02032124063161,16.20404052734375,1584800
2015-01-30,16.07176385960201,16.240785267411358,16.064414919914615,16.10850715637207,1610900
2015-02-02,16.365713364596825,16.46124677092878,16.32161972936654,16.43920135498047,1886300
2015-02-03,16.497993900556086,16.9168736853645,16.48329601997792,16.79194450378418,2460900
2015-02-04,16.762550273108094,16.836038281041592,16.67436578492163,16.703760147094727,3222600
2015-02-05,16.836034977312565,17.01240532074357,16.836034977312565,17.005056381225586,1437000
2015-02-06,16.89482307434082,16.975659997718864,16.84338190552451,16.89482307434082,2338600
